contig	length	GC	phylum	class	order	family	genus	species	gff_info	cov_mean_sample_Sample118	cov_mean_sample_Sample120	cov_mean_sample_Sample127	cov_mean_sample_Sample134	cov_mean_sample_Sample177	cov_mean_sample_Sample215	cov_mean_sample_Sample230	cov_mean_sample_Sample234	cov_mean_sample_Sample244	cov_mean_sample_Sample261	cov_mean_sample_Sample263	cov_mean_sample_Sample290	cov_mean_sample_Sample302	cov_mean_sample_Sample321	cov_mean_sample_Sample330	cov_mean_sample_Sample343	percentage_covered_Sample118	percentage_covered_Sample120	percentage_covered_Sample127	percentage_covered_Sample134	percentage_covered_Sample177	percentage_covered_Sample215	percentage_covered_Sample230	percentage_covered_Sample234	percentage_covered_Sample244	percentage_covered_Sample261	percentage_covered_Sample263	percentage_covered_Sample290	percentage_covered_Sample302	percentage_covered_Sample321	percentage_covered_Sample330	percentage_covered_Sample343
contig-3058000000	160	42.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1.250000	0	0	0	0	3.125000	0	0	0	0	0	0	0.625000	0.625000	0.000000	0.000000	78.750000	0.000000	0.000000	0.000000	0.000000	91.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	62.500000	62.500000
contig-1835000000	307	61.5635179153	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.977199	0.977199	0.325733	0	0	0	0.325733	0	0	0.651467	0	0.977199	0.641694	0	0.977199	2.218242	68.078200	68.403900	32.573300	0.000000	0.000000	0.000000	32.573300	0.000000	0.000000	37.785000	0.000000	55.374600	64.169400	0.000000	42.671000	99.674267
contig-4102000000	115	59.1304347826	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.869565	0	0	0	0	0	0	0.765217	0	0	0.852174	0	0	0	0.000000	0.000000	86.956500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	76.521700	0.000000	0.000000	85.217400	0.000000	0.000000	0.000000
contig-3977000000	126	54.7619047619	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.793651	0	0.793651	0	0	0	0	0	0.753968	0	0	0	0.793651	0	0	1.587302	79.365100	0.000000	79.365100	0.000000	0.000000	0.000000	0.000000	0.000000	75.396800	0.000000	0.000000	0.000000	79.365100	0.000000	0.000000	82.539700
contig-597000000	672	59.9702380952	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.744047	0.446429	1.339287	0	0	0	0.148810	0	0.148810	1.041666	0.148810	0.297619	0	0	0.595238	1.488096	46.875000	24.256000	94.494050	0.000000	0.000000	0.000000	14.881000	0.000000	14.881000	59.970200	14.881000	29.613100	0.000000	0.000000	59.523800	79.613100
contig-1362000000	359	70.1949860724	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.557103	0.278552	1.114208	0	0	0	0.278552	0	0.557103	0.810585	0.557103	0.557103	0	0	0.278552	2.752091	55.710300	27.855200	67.409500	0.000000	0.000000	0.000000	27.855200	0.000000	55.710300	64.345400	55.710300	55.710300	0.000000	0.000000	27.855200	95.543180
contig-1709000000	302	44.3708609272	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.321192	0	0.331126	0	0	0	0	1.324503	0.331126	0	0	0.649007	0	0.331126	2.311256	0	32.119200	0.000000	33.112600	0.000000	0.000000	0.000000	0.000000	75.165600	33.112600	0.000000	0.000000	53.642400	0.000000	33.112600	95.033110	0.000000
contig-4696000000	100	40.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	2.000000	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000
contig-2187000000	231	61.9047619048	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.432900	0	0.432900	0	0	0	0.432900	0	0.432900	1.298700	0.432900	0	2.164500	0	0	0	43.290000	0.000000	43.290000	0.000000	0.000000	0.000000	43.290000	0.000000	43.290000	52.813900	43.290000	0.000000	95.238100	0.000000	0.000000	0.000000
contig-2094000000	242	64.4628099174	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.826446	0.400826	0	0	0	0	0.355372	0	0	2.450412	0	0.413223	1.239670	0	0	1.652894	71.487600	40.082600	0.000000	0.000000	0.000000	0.000000	35.537200	0.000000	0.000000	89.256200	0.000000	41.322300	76.859500	0.000000	0.000000	76.446300
contig-4180000000	112	54.4642857143	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0.892857	0	0	0	0.866071	0	0	0	0	0	0	0.892857	0	0.000000	0.000000	0.000000	89.285700	0.000000	0.000000	0.000000	86.607100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	89.285700	0.000000
contig-1393000000	353	54.3909348442	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.852690	0	0.283286	0	0	0	0.283286	0	0	1.416431	0	0.283286	0.283286	0	0.849857	0.566573	63.739400	0.000000	28.328600	0.000000	0.000000	0.000000	28.328600	0.000000	0.000000	54.957500	0.000000	28.328600	28.328600	0.000000	61.473100	39.376800
contig-2282000000	238	58.4033613445	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1.680673	0	0	0	0	0	0.420168	1.680673	0.840336	0.840337	0	0	0.420168	2.521011	0.000000	0.000000	76.470600	0.000000	0.000000	0.000000	0.000000	0.000000	42.016800	92.436970	56.302500	60.084000	0.000000	0.000000	42.016800	97.899160
contig-1567000000	319	64.263322884	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.313480	0.931035	0.940439	0	0	0	0	0	0.313480	1.557995	0	0.313480	0.313480	0	0.626959	2.194359	31.348000	73.040800	70.532900	0.000000	0.000000	0.000000	0.000000	0.000000	31.348000	78.056400	0.000000	31.348000	31.348000	0.000000	62.695900	63.636400
contig-2484000000	230	56.9565217391	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.434783	0.434783	1.739130	0	0	0.434783	0	0.434783	0.843478	0	0.434783	0.434783	0	0	1.304349	0.000000	43.478300	43.478300	89.130400	0.000000	0.000000	43.478300	0.000000	43.478300	84.347800	0.000000	43.478300	43.478300	0.000000	0.000000	71.304300
contig-3138000000	155	44.5161290323	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.645161	0	0	0	0	1.290322	0.645161	0	0	0.645161	0	0	1.896774	0	0.000000	0.000000	64.516100	0.000000	0.000000	0.000000	0.000000	98.064520	64.516100	0.000000	0.000000	64.516100	0.000000	0.000000	70.322600	0.000000
contig-2330000000	217	62.6728110599	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	2.304145	0.460829	0	0	0	0	0	0	2.737329	0.460829	0.460829	0.460829	0	0.921658	0.912441	0.000000	87.557600	46.082900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	93.548390	46.082900	46.082900	46.082900	0.000000	79.262700	81.106000
contig-903000000	527	63.5673624288	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.948766	0.948767	0.569260	0	0	0	0.189753	0	0.189753	1.138519	0.759013	0.379507	1.138521	0	0.569259	0.948765	59.962000	50.853900	48.387100	0.000000	0.000000	0.000000	18.975300	0.000000	18.975300	72.106300	46.299800	37.950700	61.480100	0.000000	27.134700	64.516100
contig-3443000000	186	38.7096774194	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	1.075268	0	0	0	0	0	3.763441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	84.946200	0.000000	0.000000	0.000000	0.000000	0.000000	96.236560
contig-4517000000	158	44.3037974684	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	1.898736	0	0	0	0.613924	0	0	0	1.265822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	95.569620	0.000000	0.000000	0.000000	61.392400	0.000000	0.000000	0.000000	75.316500
contig-2568000000	378	52.380952381	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.044973	0.264550	1.058201	0	0	0	0.264550	0	0.529101	1.587302	0.264550	1.058201	0.529101	0	0.264550	3.412702	73.015900	26.455000	78.836000	0.000000	0.000000	0.000000	26.455000	0.000000	52.910100	72.222200	26.455000	44.444400	52.910100	0.000000	26.455000	98.677250
contig-2528000000	197	69.5431472081	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.015228	0	0	0	0	0	0.507614	0	0	1.015228	0	0.507614	0.507614	0	0.507614	1.000001	51.269000	0.000000	0.000000	0.000000	0.000000	0.000000	50.761400	0.000000	0.000000	60.913700	0.000000	50.761400	50.761400	0.000000	50.761400	65.482200
contig-672000000	619	62.6817447496	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.323102	0.646203	1.449110	0	0	0	0.161551	0	0	1.292407	0.323102	0.646204	0.646204	0	0.646203	2.907916	32.310200	47.334400	87.560600	0.000000	0.000000	0.000000	16.155100	0.000000	0.000000	79.967700	32.310200	40.872400	52.988700	0.000000	54.765800	97.092080
contig-3014000000	201	57.7114427861	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0.950249	0.497512	0	0.497512	0.995024	0	0	0.497512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	91.542290	49.751200	0.000000	49.751200	53.731300	0.000000	0.000000	49.751200
contig-1828000000	276	59.7826086957	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.362319	0	1.775363	0	0	0	0	0	0.724638	2.173913	0	0.724637	1.065218	0	0	2.173911	36.231900	0.000000	92.753620	0.000000	0.000000	0.000000	0.000000	0.000000	72.463800	89.855100	0.000000	40.942000	80.434800	0.000000	0.000000	83.695700
contig-99000000	18479	48.8662806429	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.314576	4.553926	3.484603	0	0	0	4.033715	0	4.864279	2.476162	0.615511	1.471238	4.336114	4.472268	3.261976	3.487633	88.348900	98.452300	94.723740	0.000000	0.000000	0.000000	97.629740	0.000000	99.388495	86.665900	41.701400	74.549500	98.809460	98.035610	95.156660	96.152390
contig-4415000000	106	50.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.943396	0	0	0	0.943396	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	94.339620	0.000000	0.000000	0.000000	94.339620	0.000000	0.000000	0.000000	0.000000
contig-1892000000	267	63.2958801498	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.363296	0.749063	0.374532	0	0	0	0.749064	0	0	1.453184	0	0	0.374532	0	0	1.827715	36.329600	42.696600	37.453200	0.000000	0.000000	0.000000	64.794000	0.000000	0.000000	91.011240	0.000000	0.000000	37.453200	0.000000	0.000000	95.880150
contig-2387000000	303	57.7557755776	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.306932	5.224425	2.300331	0	0	0	2.970299	0	2.310229	0.660066	0.330033	0.990100	3.247529	3.960399	2.273929	1.607261	84.818500	99.669967	91.749170	0.000000	0.000000	0.000000	86.798700	0.000000	92.079210	63.696400	33.003300	72.277200	97.359740	77.227700	97.359740	82.178200
contig-4305000000	248	54.8387096774	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.612904	1.612904	0.806451	0	0	0	1.612904	0	2.016130	0	0	0.806452	2.822581	2.822583	1.209678	1.209677	85.483900	85.483900	49.193500	0.000000	0.000000	0.000000	87.096800	0.000000	85.483900	0.000000	0.000000	75.403200	82.258100	91.129030	51.209700	73.387100
contig-1414000000	346	60.4046242775	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.867052	0.867051	0.289017	0	0	0	0	0	0	1.734104	0	0.867052	1.106936	0	0.289017	2.312136	63.294800	65.896000	28.901700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	79.479800	0.000000	82.948000	91.618500	0.000000	28.901700	74.855500
contig-1974000000	268	57.4626865672	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.373134	0.373134	0.373134	0	0	0	0.373134	0	0.373134	1.119403	0.746269	0	0.746269	0	0.373134	0.746269	37.313400	37.313400	37.313400	0.000000	0.000000	0.000000	37.313400	0.000000	37.313400	70.895500	52.985100	0.000000	56.343300	0.000000	37.313400	43.283600
contig-1248000000	386	49.481865285	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.777203	1.036270	1.036271	0	0	0	0.259067	0	0.227979	1.010361	0.518134	0.518134	1.295337	0	0	2.025909	42.746100	76.683900	65.544000	0.000000	0.000000	0.000000	25.906700	0.000000	22.797900	63.730600	36.269400	26.683900	88.342000	0.000000	0.000000	100.000000
contig-3608000000	134	64.1791044776	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.746269	0	0	0	0	0	0.746269	0	0	0	0	0	0	0	0.746269	0	74.626900	0.000000	0.000000	0.000000	0.000000	0.000000	74.626900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	74.626900	0.000000
contig-4933000000	216434	58.4252012161	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.797781	0.055768	0.764625	0.072877	6.193122	5.738745	0.403208	2.149116	0	2.800732	5.362039	1.541866	0	0.384261	0.211834	0	83.146400	5.433500	53.059100	6.966100	99.794395	99.726476	33.449500	88.387700	0.000000	93.684450	99.654860	78.946500	0.000000	31.627200	18.863500	0.000000
contig-816000000	553	39.7830018083	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.723327	0	0.361664	0	0	0	0.180832	1.084992	0.542495	0	0	3.048823	0	0.542496	2.350814	0	72.332700	0.000000	36.166400	0.000000	0.000000	0.000000	18.083200	63.833600	54.249500	0.000000	0.000000	97.287520	0.000000	36.708900	82.640100	0.000000
contig-2269000000	222	34.6846846847	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.900900	0	0	0	0	0	0	0.450450	0	0	0	1.351352	0	0	0.900901	0	64.864900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	45.045000	0.000000	0.000000	0.000000	86.036000	0.000000	0.000000	46.396400	0.000000
contig-3279000000	176	33.5227272727	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.568182	0.568182	0.522727	0	0.568182	0	0.568182	2.215909	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.818200	56.818200	52.272700	0.000000	56.818200	0.000000	56.818200	75.000000	0.000000
contig-1242000000	385	55.5844155844	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.818181	0.259740	0.779220	0	0	0	0.259740	0	0.259740	1.558440	0.259740	0.519481	0.259740	0	0	2.337662	95.064940	25.974000	77.142900	0.000000	0.000000	0.000000	25.974000	0.000000	25.974000	96.103900	25.974000	51.948100	25.974000	0.000000	0.000000	92.727270
contig-397000000	866	66.1662817552	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.923787	0.577368	0.692841	0	0	0	0.678984	0	0.115473	1.501154	0.692840	0.230947	0.562355	0	0.577368	2.424941	67.321000	32.448000	60.739000	0.000000	0.000000	0.000000	60.854500	0.000000	11.547300	73.094700	47.575100	23.094700	43.764400	0.000000	38.914500	94.803700
contig-589000000	6995	52.3945675482	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.057470	0.057184	0.957684	0.400286	5.699927	4.844314	0.371694	3.416869	0	2.784705	4.830018	1.499930	0	0.400286	0.371694	0.813438	89.564000	5.718400	61.286600	31.965700	98.441740	99.385275	33.495400	91.837030	0.000000	96.897780	95.482490	75.739800	0.000000	33.252300	33.138000	57.269500
contig-4294000000	110	54.5454545455	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.818182	0	0.854545	0	0	0	0	0	0	1.763637	0	0.909091	0	0	0.909091	0.854545	81.818200	0.000000	85.454500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	92.727270	0.000000	90.909090	0.000000	0.000000	90.909090	85.454500
contig-867000000	532	60.3383458647	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.315789	0.939848	1.127818	0	0	0	0.187970	0	0	2.050751	0	0.360902	1.488722	0	0.751879	2.067670	67.105300	56.391000	63.909800	0.000000	0.000000	0.000000	18.797000	0.000000	0.000000	95.300750	0.000000	36.090200	86.842100	0.000000	53.759400	98.684210
contig-2540000000	196	48.9795918367	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.459184	0	0	0	0	0	0	1.020408	0	0.510204	0	2.040814	0	0	1.474490	0	45.918400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	53.061200	0.000000	51.020400	0.000000	85.714300	0.000000	0.000000	96.428570	0.000000
contig-777000000	562	66.1921708185	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.533808	0.355872	0.889680	0	0	0	0	0	0.177936	1.245552	0	1.067616	0.711744	0	0.355872	3.179711	53.380800	35.587200	76.156600	0.000000	0.000000	0.000000	0.000000	0.000000	17.793600	82.206400	0.000000	73.843400	55.338100	0.000000	35.587200	94.839860
contig-2969000000	165	62.4242424242	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	5.303033	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-2172000000	233	65.2360515021	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.394850	1.287553	0.429185	0	0	0	0	0	0	0.836909	0	0.429185	0.858369	0	0.429185	1.716737	39.485000	44.635200	42.918500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	62.660900	0.000000	42.918500	72.532200	0.000000	42.918500	61.802600
contig-1542000000	335	68.6567164179	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	1.194032	0.597015	0	0	0	0	0	0	3.283586	0	0.298507	0.597015	0	0.298507	1.791043	0.000000	52.238800	54.925400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	83.582100	0.000000	29.850700	59.403000	0.000000	29.850700	93.432840
contig-2639000000	189	46.0317460317	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1.058200	0	0	0	0.529101	0	0	1.005291	0	0	1.058200	0	0.529101	2.597881	0.000000	0.000000	64.550300	0.000000	0.000000	0.000000	52.910100	0.000000	0.000000	75.132300	0.000000	0.000000	64.550300	0.000000	52.910100	96.296300
contig-3051000000	161	47.8260869565	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0.621118	0	0	0	0.621118	0	0	0	0	0	0	0	1.242236	0.000000	0.000000	0.000000	62.111800	0.000000	0.000000	0.000000	62.111800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	69.565200
contig-4152000000	113	66.3716814159	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.884956	0	0	0	0	0	0	0	0	0	0	0	0.884956	0	0	0	88.495600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	88.495600	0.000000	0.000000	0.000000
contig-1132000000	419	61.5751789976	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.940335	0.477327	0.715991	0	0	0	0.715991	0	0.238663	1.174224	0	0.238663	2.147972	0	0.477327	1.670645	82.100200	47.732700	62.052500	0.000000	0.000000	0.000000	51.790000	0.000000	23.866300	73.269700	0.000000	23.866300	83.532200	0.000000	47.732700	91.646780
contig-4230000000	146	38.3561643836	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.684932	0	0	0	0	0.684932	0.657534	0	0	3.397263	0	0	1.369864	0	0.000000	0.000000	68.493200	0.000000	0.000000	0.000000	0.000000	68.493200	65.753400	0.000000	0.000000	93.835620	0.000000	0.000000	83.561600	0.000000
contig-3970000000	119	42.8571428571	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.840336	0	0	0	0	0	0.798319	0	0	0	0	0	0.739496	0	0	0	84.033600	0.000000	0.000000	0.000000	0.000000	0.000000	79.831900	0.000000	0.000000	0.000000	0.000000	0.000000	73.949600	0.000000	0.000000	0.000000
contig-3766000000	127	48.031496063	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.787402	0	0	0	0	0	0	0	0.787402	0	0	0	0	0	1.574804	0.000000	78.740200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	78.740200	0.000000	0.000000	0.000000	0.000000	0.000000	80.315000
contig-1978000000	256	59.375	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.781250	0.390625	0.781250	0	0	0	0	0	0	0.781250	0.390625	0	0	0	0	1.953121	53.515600	39.062500	70.312500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	74.609400	39.062500	0.000000	0.000000	0.000000	0.000000	84.765600
contig-4233000000	177	41.2429378531	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.694913	0.525424	0	0	0	0	0	0	0	0	0	0.564972	0	0	1.129944	0	74.011300	52.542400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.497200	0.000000	0.000000	86.440700	0.000000
contig-3687000000	131	45.0381679389	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.763359	0	0	0	0	0	0	0.763359	0.763359	0	0	1.526718	0	0	0.763359	0	76.335900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	76.335900	76.335900	0.000000	0.000000	77.862600	0.000000	0.000000	76.335900	0.000000
contig-3414000000	143	62.2377622378	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1.391609	0	0	0	0	0	1.398602	0.671329	0.692308	0	0.699301	0	0	0.699301	0.000000	0.000000	74.825200	0.000000	0.000000	0.000000	0.000000	0.000000	77.622400	67.132900	69.230800	0.000000	69.930100	0.000000	0.000000	69.930100
contig-3598000000	248	61.6935483871	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.209678	0.806451	1.209678	0	0	0	1.209678	0	0.403226	2.806452	0.806451	0	1.588710	0	0.387097	3.133063	91.935480	49.193500	91.532260	0.000000	0.000000	0.000000	87.096800	0.000000	40.322600	100.000000	44.354800	0.000000	81.451600	0.000000	38.709700	88.709700
contig-4315000000	133	61.6541353383	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0.751880	0	0.684211	0	0	0	0.751880	0.751880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	75.188000	0.000000	68.421100	0.000000	0.000000	0.000000	75.188000	75.188000
contig-3633000000	140	31.4285714286	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0.714286	0	0	2.142858	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	71.428600	0.000000	0.000000	92.142860	0.000000
contig-4440000000	105	65.7142857143	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.952381	0	0.952381	0	0	0	0.952381	0	0	1.904762	0	0.952381	0	0	0	0	95.238100	0.000000	95.238100	0.000000	0.000000	0.000000	95.238100	0.000000	0.000000	100.000000	0.000000	95.238100	0.000000	0.000000	0.000000	0.000000
contig-1236000000	389	56.5552699229	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.514139	1.285347	0.514139	0	0	0	0	0	0	0.771208	0	1.028279	0.771207	0	0.257069	2.056554	31.362500	91.773780	27.763500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	77.120800	0.000000	59.126000	63.239100	0.000000	25.706900	91.002570
contig-4219000000	111	44.1441441441	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.900901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	90.090090
contig-2870000000	172	41.2790697674	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.581395	0	0	0	0	0.581395	0.581395	0	0	0	0	0	0	0	0	0	58.139500	0.000000	0.000000	0.000000	0.000000	58.139500	58.139500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-2225000000	228	59.649122807	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.438596	1.315790	0.438596	0	0	0	0	0	0	0.833332	0	0	0	0	0.438596	1.315788	43.859600	81.140400	43.859600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	64.473700	0.000000	0.000000	0.000000	0.000000	43.859600	64.912300
contig-1326000000	372	60.4838709677	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.075268	1.344086	0.537634	0	0	0	0.524194	0	0.268817	1.588709	0.537634	0	1.612903	0	0.268817	2.419357	71.236600	67.741900	53.763400	0.000000	0.000000	0.000000	50.268800	0.000000	26.881700	69.892500	52.957000	0.000000	76.344100	0.000000	26.881700	94.086020
contig-1229000000	389	41.9023136247	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.257069	0	0	0	0	0	0	0.257069	0.257069	0.257069	0	1.799485	0	0	1.542418	0	25.706900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.706900	25.706900	25.706900	0.000000	78.149100	0.000000	0.000000	77.120800	0.000000
contig-835000000	522	59.7701149425	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.957854	0.766283	0.191571	0	0	0	0.766284	0	0.574713	1.915708	0.383142	0.191571	1.484674	0	0.383142	1.724138	81.417600	54.023000	19.157100	0.000000	0.000000	0.000000	62.643700	0.000000	57.471300	90.038310	36.398500	19.157100	82.375500	0.000000	38.314200	76.053600
contig-4106000000	115	53.0434782609	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-1956000000	264	47.3484848485	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	11.303029	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	99.621212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-3808000000	125	40.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.800000	0	0	0	0	0	0	0	1.520000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	88.000000
contig-750000000	570	36.3157894737	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.052632	0.317544	0.877192	0	0	0.175439	0.175439	0	0.526316	1.578950	0.175439	0.526316	1.228069	0	0.350877	3.333333	48.596500	31.754400	48.947400	0.000000	0.000000	17.543900	17.543900	0.000000	49.649100	76.315800	17.543900	41.754400	46.491200	0.000000	35.087700	96.666670
contig-4361000000	107	53.2710280374	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0.934579	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	93.457940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-3263000000	149	53.0201342282	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	1.308726	0	0.671141	0	0	0	2.651006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	79.194600	0.000000	67.114100	0.000000	0.000000	0.000000	97.315440
contig-4047000000	192	67.1875	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.041666	0	0.520833	0	0	0	0.520833	0	0	1.562500	1.041667	0.453125	0	0	0	1.562502	91.145830	0.000000	52.083300	0.000000	0.000000	0.000000	52.083300	0.000000	0.000000	94.270830	68.750000	45.312500	0.000000	0.000000	0.000000	81.250000
